// ----------------################ Forcefield Bonded ################---------------- //

// ---------------- Bondtype parameters ---------------- //
// {atom_types 	 b_0 [nm] 	 k_b [J/(mol*nm^2)] 	 } //
# ff_bondtypes
CL;CTL3;0.152200;83660000.000000
CL;CTL2;0.152200;83660000.000000
CL;CTL1;0.152200;83660000.000000
CCL;CTL1;0.152200;83660000.000000
CL;OBL;0.122000;313724992.000000
CL;OCL;0.126000;219607504.000000
CCL;OCL;0.126000;219607504.000000
CL;OSL;0.133400;62745000.000000
CL;OSLP;0.133400;62745000.000000
CL;OHL;0.140000;96209000.000000
HOL;OHL;0.096000;227973504.000000
CTL1;HAL1;0.111100;129254704.000000
CTL1;HBL;0.108000;138039008.000000
CTL2;HAL2;0.111100;129254704.000000
CTL3;HAL3;0.111100;134692608.000000
CTL3;OSL;0.143000;142222000.000000
CTL2;OSL;0.143000;142222000.000000
CTL1;OSL;0.143000;142222000.000000
CTL3;OSLP;0.143000;142222000.000000
CTL2;OSLP;0.143000;142222000.000000
CTL1;OSLP;0.143000;142222000.000000
OSL;PL;0.160000;112941000.000000
OSLP;PL;0.160000;112941000.000000
O2L;PL;0.148000;242614000.000000
OHL;PL;0.159000;99137104.000000
HCL;NH3L;0.104000;171503008.000000
CTL1;NH3L;0.148000;83660000.000000
CTL2;NH3L;0.151000;109176304.000000
CTL2;NTL;0.151000;89934496.000000
CTL5;NTL;0.151000;89934496.000000
CTL5;HL;0.108000;125490000.000000
CTL2;HL;0.108000;125490000.000000
CTL1;CTL1;0.150000;93071752.000000
CTL1;CTL2;0.153800;93071752.000000
CTL1;CTL3;0.153800;93071752.000000
CTL2;CTL2;0.153000;93071752.000000
CTL2;CTL3;0.152800;93071752.000000
CTL3;CTL3;0.153000;93071752.000000
CTL1;OHL;0.142000;179032400.000000
CTL2;OHL;0.142000;179032400.000000
CTL3;OHL;0.142000;179032400.000000
O2L;SL;0.144800;225882000.000000
OSL;SL;0.157500;104575000.000000
CEL2;CEL2;0.133000;213332992.000000
CEL2;HEL2;0.110000;152679504.000000
CEL1;CTL3;0.150400;160208896.000000
CEL1;CEL2;0.134200;209150000.000000
CEL1;HEL1;0.110000;150797152.000000
CEL1;CTL2;0.150200;152679504.000000
CEL1;CEL1;0.134000;184052000.000000
CN8;NN6;0.148000;83660000.000000
HN1;NN6;0.104000;168574896.000000
CN8B;ON6;0.142000;108758000.000000
CN8;CN8B;0.152800;93071752.000000
CN1;CN3;0.140900;126326600.000000
CN1;CN3T;0.140300;126326600.000000
CN1;CN5G;0.136000;126326600.000000
CN1;NN2;0.136700;158954000.000000
CN1T;NN2B;0.134800;126326600.000000
CN1;NN2G;0.139600;142222000.000000
CN1;NN2U;0.138900;142222000.000000
CN1T;NN2U;0.138300;142222000.000000
CN1;NN3;0.133500;146404992.000000
CN1T;ON1;0.123000;359737984.000000
CN1;ON1;0.123400;276078016.000000
CN1;ON1C;0.124500;259346000.000000
CN2;CN3;0.140600;133856000.000000
CN2;CN5;0.135800;150588000.000000
CN2;NN1;0.136600;150588000.000000
CN2;NN2G;0.139200;167320000.000000
CN2;NN3;0.134300;188235008.000000
CN2;NN3A;0.134200;167320000.000000
CN2;NN3G;0.132600;133856000.000000
CN3;CN3;0.132600;209150000.000000
CN3;CN3T;0.132000;234248000.000000
CN3T;CN9;0.147800;96209000.000000
CN3;HN3;0.109000;146404992.000000
CN3T;HN3;0.109000;146404992.000000
CN3;NN2;0.134300;126326600.000000
CN3;NN2B;0.134300;133856000.000000
CN4;HN3;0.109000;158954000.000000
CN4;NN2;0.137400;133856000.000000
CN4;NN2B;0.137800;125490000.000000
CN4;NN3A;0.132200;175686000.000000
CN4;NN4;0.130500;167320000.000000
CN5;CN5;0.136100;129673000.000000
CN5;CN5G;0.135000;133856000.000000
CN5;NN2;0.137500;125490000.000000
CN5;NN2B;0.137500;126326600.000000
CN5;NN3A;0.131200;146404992.000000
CN5;NN3G;0.131500;146404992.000000
CN5;NN4;0.135500;129673000.000000
CN5G;NN4;0.136500;129673000.000000
CN8;CN8;0.152800;93071752.000000
CN8;CN9;0.152800;93071752.000000
CN8;NN2;0.146000;167320000.000000
CN8;ON5;0.142000;179032400.000000
CN9;HN9;0.111100;134692608.000000
CN9;ON2;0.143000;142222000.000000
HN1;NN1;0.100000;204130400.000000
HN2;NN2;0.101000;198274208.000000
HN2;NN2B;0.101000;198274208.000000
HN2;NN2G;0.101000;197019296.000000
HN2;NN2U;0.101000;198274208.000000
HN4;ON4;0.096000;227973504.000000
ON2;P;0.160000;112941000.000000
ON2;P2;0.160000;112941000.000000
ON3;P;0.148000;242614000.000000
ON3;P2;0.148000;242614000.000000
ON4;P;0.158000;99137104.000000
ON4;P2;0.158000;99137104.000000
CN7B;ON6;0.142000;108758000.000000
CN7B;CN8;0.151800;83660000.000000
CN7;ON6;0.144600;100392000.000000
CN7;CN7;0.152900;93071752.000000
CN7;CN8;0.151600;93071752.000000
CN7;CN9;0.151600;93071752.000000
CN7;HN7;0.111100;129254704.000000
CN8;HN8;0.111100;129254704.000000
CN7B;HN7;0.111100;129254704.000000
CN7B;ON6B;0.142000;108758000.000000
CN7;ON6B;0.148000;100392000.000000
CN7B;CN7B;0.145000;83660000.000000
CN7;CN7B;0.146000;93071752.000000
CN7;CN8B;0.151200;93071752.000000
CN8B;ON2;0.144000;133856000.000000
CN8B;ON5;0.142000;179032400.000000
CN7;ON2;0.143300;129673000.000000
CN7B;ON2;0.143300;129673000.000000
CN7;ON5;0.142000;179032400.000000
CN9;NN2;0.145600;167320000.000000
CN8;NN2B;0.145800;167320000.000000
CN9;NN2B;0.145800;167320000.000000
CN7B;NN2;0.145600;92026000.000000
CN7B;NN2B;0.145800;92026000.000000
CN8B;HN8;0.111100;129254704.000000
HN5;ON5;0.096000;227973504.000000
CN7B;ON5;0.140000;179032400.000000
CN8;ON2;0.144000;142222000.000000
CT1;NH2;0.145500;100392000.000000
CA;CAI;0.137500;127581504.000000
CAI;CAI;0.137500;127581504.000000
CA;CPT;0.136000;125490000.000000
CAI;CPT;0.136000;125490000.000000
CPT;CPT;0.138500;150588000.000000
CA;CY;0.136500;146404992.000000
CAI;CY;0.136500;146404992.000000
CPT;CY;0.143000;146404992.000000
CT3;CY;0.149200;156862496.000000
CT2;CY;0.149200;156862496.000000
CAI;HP;0.108000;142222000.000000
CY;HP;0.108000;146404992.000000
CA;NY;0.137000;112941000.000000
CPT;NY;0.137000;112941000.000000
H;NY;0.097600;224836256.000000
CA;CA;0.137500;127581504.000000
CE1;CE1;0.134000;184052000.000000
CE1;CE2;0.134200;209150000.000000
CE1;CT2;0.150200;152679504.000000
CE1;CT3;0.150400;160208896.000000
CE2;CE2;0.133000;213332992.000000
C;CP1;0.149000;104575000.000000
CC;CP1;0.149000;104575000.000000
CD;CP1;0.149000;83660000.000000
CP1;CP2;0.152700;93071752.000000
CP2;CP2;0.153700;93071752.000000
CP2;CP3;0.153700;93071752.000000
CPH1;CPH1;0.136000;171503008.000000
C;CT1;0.149000;104575000.000000
CC;CT1;0.152200;83660000.000000
CD;CT1;0.152200;83660000.000000
CT1;CT1;0.150000;93071752.000000
C;CT2;0.149000;104575000.000000
CA;CT2;0.149000;96209000.000000
CC;CT2;0.152200;83660000.000000
CD;CT2;0.152200;83660000.000000
CPH1;CT2;0.150000;96054232.000000
CT1;CT2;0.153800;93071752.000000
CT2;CT2;0.153000;93071752.000000
C;CT3;0.149000;104575000.000000
CA;CT3;0.149000;96209000.000000
CC;CT3;0.152200;83660000.000000
CD;CT3;0.152200;83660000.000000
CPH1;CT3;0.150000;96054232.000000
CS;CT3;0.153100;79477000.000000
CT1;CT3;0.153800;93071752.000000
CT2;CT3;0.152800;93071752.000000
CT3;CT3;0.153000;93071752.000000
CD;H;0.111000;138039008.000000
CC;HA1;0.110000;132655472.000000
CP2;HA2;0.111100;129254704.000000
CP3;HA2;0.111100;129254704.000000
CS;HA2;0.111100;125490000.000000
CS;HA3;0.111100;125490000.000000
CT1;HA1;0.111100;129254704.000000
CT2;HA2;0.111100;129254704.000000
CT3;HA3;0.111100;134692608.000000
CE1;HE1;0.110000;150797152.000000
CE2;HE2;0.110000;152679504.000000
CP1;HB1;0.108000;138039008.000000
